#chromosome	start	end	coverage
CP000393.1	821000	822000	0.475
CP000393.1	822000	823000	1.908
CP000393.1	823000	824000	0.103
CP000393.1	824000	825000	1.214
CP000393.1	825000	826000	0.122
CP000393.1	826000	827000	0.114
CP000393.1	827000	828000	0.203
CP000393.1	828000	829000	0.737
CP000393.1	829000	830000	0.446
CP000393.1	830000	831000	2.812
CP000393.1	831000	832000	0.181
CP000393.1	832000	833000	1.312
CP000393.1	833000	834000	0.645
CP000393.1	834000	835000	0.963
CP000393.1	835000	836000	0.0
CP000393.1	836000	837000	0.0
CP000393.1	837000	838000	0.0
CP000393.1	838000	839000	0.207
CP000393.1	839000	840000	4.763
CP000393.1	840000	841000	2.772
CP000393.1	841000	842000	13.643
CP000393.1	842000	843000	11.396
CP000393.1	843000	844000	52.127
CP000393.1	844000	845000	246.162
CP000393.1	845000	846000	145.694
CP000393.1	846000	847000	104.645
CP000393.1	847000	848000	234.813
CP000393.1	848000	849000	15.052
CP000393.1	849000	850000	4.175
CP000393.1	850000	851000	4.462
CP000393.1	851000	852000	8.317
CP000393.1	852000	853000	17.539
CP000393.1	853000	854000	15.13
CP000393.1	854000	855000	5.751
CP000393.1	855000	856000	13.203
CP000393.1	856000	857000	7.284
CP000393.1	857000	858000	3.351
CP000393.1	858000	859000	12.214
CP000393.1	859000	860000	32.684
CP000393.1	860000	861000	29.451
CP000393.1	861000	862000	35.695
CP000393.1	862000	863000	22.496
CP000393.1	863000	864000	8.55
CP000393.1	864000	865000	13.595
CP000393.1	865000	866000	12.511
CP000393.1	866000	867000	0.296
CP000393.1	867000	868000	0.0
CP000393.1	868000	869000	8.148
CP000393.1	869000	870000	58.6
CP000393.1	870000	871000	2.296
CP000393.1	871000	872000	10.141
CP000393.1	872000	873000	12.127
CP000393.1	873000	874000	17.846
CP000393.1	874000	875000	19.819
CP000393.1	875000	876000	10.05
CP000393.1	876000	877000	4.79
CP000393.1	877000	878000	3.692
CP000393.1	878000	879000	4.233
CP000393.1	879000	880000	0.161
CP000393.1	880000	881000	0.061
CP000393.1	881000	882000	1.217
CP000393.1	882000	883000	35.762
CP000393.1	883000	884000	80.938
CP000393.1	884000	885000	0.35
CP000393.1	885000	886000	0.0
CP000393.1	886000	887000	0.215
CP000393.1	887000	888000	0.082
CP000393.1	888000	889000	0.186
CP000393.1	889000	890000	1.802
CP000393.1	890000	891000	3.626
CP000393.1	891000	892000	2.618
CP000393.1	892000	893000	1.978
CP000393.1	893000	894000	1.6
CP000393.1	894000	895000	1.825
CP000393.1	895000	896000	0.143
CP000393.1	896000	897000	0.005
CP000393.1	897000	898000	0.0
CP000393.1	898000	899000	0.824
CP000393.1	899000	900000	0.004
CP000393.1	900000	901000	0.253
CP000393.1	901000	902000	3.173
CP000393.1	902000	903000	18.694
CP000393.1	903000	904000	1.868
CP000393.1	904000	905000	0.306
CP000393.1	905000	906000	0.003
CP000393.1	906000	907000	0.345
CP000393.1	907000	908000	0.0
CP000393.1	908000	909000	0.12
CP000393.1	909000	910000	0.548
CP000393.1	910000	911000	0.0
CP000393.1	911000	912000	0.253
CP000393.1	912000	913000	5.799
CP000393.1	913000	914000	16.068
CP000393.1	914000	915000	3.91
CP000393.1	915000	916000	0.266
CP000393.1	916000	917000	0.024
CP000393.1	917000	918000	0.273
CP000393.1	918000	919000	0.0
CP000393.1	919000	920000	0.283
CP000393.1	920000	921000	0.324
CP000393.1	921000	922000	0.67
CP000393.1	922000	923000	0.642
CP000393.1	923000	924000	9.539
CP000393.1	924000	925000	6.979
CP000393.1	925000	926000	9.816
CP000393.1	926000	927000	20.314
CP000393.1	927000	928000	7.284
CP000393.1	928000	929000	0.94
CP000393.1	929000	930000	4.114
CP000393.1	930000	931000	16.728
CP000393.1	931000	932000	241.116
CP000393.1	932000	933000	27.643
CP000393.1	933000	934000	0.715
CP000393.1	934000	935000	10.198
CP000393.1	935000	936000	34.109
CP000393.1	936000	937000	189.042
CP000393.1	937000	938000	105.773
CP000393.1	938000	939000	517.963
CP000393.1	939000	940000	164.132
CP000393.1	940000	941000	81.756
CP000393.1	941000	942000	60.098
CP000393.1	942000	943000	19.315
CP000393.1	943000	944000	2.146
CP000393.1	944000	945000	5.692
CP000393.1	945000	946000	4.494
CP000393.1	946000	947000	0.543
CP000393.1	947000	948000	0.357
CP000393.1	948000	949000	2.014
CP000393.1	949000	950000	2.961
CP000393.1	950000	951000	0.0
CP000393.1	951000	952000	0.037
CP000393.1	952000	953000	1.384
CP000393.1	953000	954000	3.678
CP000393.1	954000	955000	23.901
CP000393.1	955000	956000	24.476
CP000393.1	956000	957000	18.943
CP000393.1	957000	958000	34.78
CP000393.1	958000	959000	125.171
CP000393.1	959000	960000	220.549
CP000393.1	960000	961000	30.161
CP000393.1	961000	962000	11.501
CP000393.1	962000	963000	7.95
CP000393.1	963000	964000	7.119
CP000393.1	964000	965000	11.179
CP000393.1	965000	966000	7.235
CP000393.1	966000	967000	23.847
CP000393.1	967000	968000	0.234
CP000393.1	968000	969000	5.807
CP000393.1	969000	970000	0.099
CP000393.1	970000	971000	0.0
CP000393.1	971000	972000	0.342
CP000393.1	972000	973000	15.04
CP000393.1	973000	974000	87.11
CP000393.1	974000	975000	25.274
CP000393.1	975000	976000	1.765
CP000393.1	976000	977000	0.862
CP000393.1	977000	978000	9.568
CP000393.1	978000	979000	8.414
CP000393.1	979000	980000	20.181
CP000393.1	980000	981000	40.807
CP000393.1	981000	982000	32.003
CP000393.1	982000	983000	17.399
CP000393.1	983000	984000	12.045
CP000393.1	984000	985000	22.367
CP000393.1	985000	986000	4.836
CP000393.1	986000	987000	31.808
CP000393.1	987000	988000	23.224
CP000393.1	988000	989000	42.041
CP000393.1	989000	990000	141.107
CP000393.1	990000	991000	6.699
CP000393.1	991000	992000	52.999
CP000393.1	992000	993000	26.289
CP000393.1	993000	994000	5.151
CP000393.1	994000	995000	6.421
CP000393.1	995000	996000	68.147
CP000393.1	996000	997000	107.707
CP000393.1	997000	998000	11.081
CP000393.1	998000	999000	6.673
CP000393.1	999000	1000000	5.876
CP000393.1	1000000	1001000	1.56
CP000393.1	1001000	1002000	1.182
CP000393.1	1002000	1003000	4.665
CP000393.1	1003000	1004000	3.501
CP000393.1	1004000	1005000	22.437
CP000393.1	1005000	1006000	8.63
CP000393.1	1006000	1007000	18.587
CP000393.1	1007000	1008000	28.498
CP000393.1	1008000	1009000	30.265
CP000393.1	1009000	1010000	63.889
CP000393.1	1010000	1011000	408.244
CP000393.1	1011000	1012000	335.969
CP000393.1	1012000	1013000	8.258
CP000393.1	1013000	1014000	5.637
CP000393.1	1014000	1015000	5.014
CP000393.1	1015000	1016000	3.189
CP000393.1	1016000	1017000	1.469
CP000393.1	1017000	1018000	0.074
CP000393.1	1018000	1019000	0.112
CP000393.1	1019000	1020000	0.174
CP000393.1	1020000	1021000	0.647
CP000393.1	1021000	1022000	0.0
CP000393.1	1022000	1023000	0.0
CP000393.1	1023000	1024000	0.0
CP000393.1	1024000	1025000	0.082
CP000393.1	1025000	1026000	1.765
CP000393.1	1026000	1027000	10.139
CP000393.1	1027000	1028000	9.393
CP000393.1	1028000	1029000	9.065
CP000393.1	1029000	1030000	38.971
CP000393.1	1030000	1031000	25.947
CP000393.1	1031000	1032000	45.476
CP000393.1	1032000	1033000	62.316
CP000393.1	1033000	1034000	50.527
CP000393.1	1034000	1035000	16.743
CP000393.1	1035000	1036000	7.765
CP000393.1	1036000	1037000	34.604
CP000393.1	1037000	1038000	0.351
CP000393.1	1038000	1039000	2.993
CP000393.1	1039000	1040000	7.419
CP000393.1	1040000	1041000	0.442
CP000393.1	1041000	1042000	1.964
CP000393.1	1042000	1043000	0.318
CP000393.1	1043000	1044000	7.742
CP000393.1	1044000	1045000	31.59
CP000393.1	1045000	1046000	34.949
CP000393.1	1046000	1047000	7.923
CP000393.1	1047000	1048000	8.283
CP000393.1	1048000	1049000	54.866
CP000393.1	1049000	1050000	46.19
CP000393.1	1050000	1051000	18.531
CP000393.1	1051000	1052000	2.542
CP000393.1	1052000	1053000	2.343
CP000393.1	1053000	1054000	4.509
CP000393.1	1054000	1055000	1.956
CP000393.1	1055000	1056000	5.271
CP000393.1	1056000	1057000	1.629
CP000393.1	1057000	1058000	0.358
CP000393.1	1058000	1059000	0.253
CP000393.1	1059000	1060000	0.855
CP000393.1	1060000	1061000	1.12
CP000393.1	1061000	1062000	1.602
CP000393.1	1062000	1063000	23.679
CP000393.1	1063000	1064000	45.639
CP000393.1	1064000	1065000	6.553
CP000393.1	1065000	1066000	3.854
CP000393.1	1066000	1067000	2.686
CP000393.1	1067000	1068000	25.681
CP000393.1	1068000	1069000	62.328
CP000393.1	1069000	1070000	4.583
CP000393.1	1070000	1071000	0.66
CP000393.1	1071000	1072000	0.0
CP000393.1	1072000	1073000	0.0
CP000393.1	1073000	1074000	0.229
CP000393.1	1074000	1075000	61.26
CP000393.1	1075000	1076000	31.656
CP000393.1	1076000	1077000	101.028
CP000393.1	1077000	1078000	48.999
CP000393.1	1078000	1079000	40.236
CP000393.1	1079000	1080000	1.887
CP000393.1	1080000	1081000	2.145
CP000393.1	1081000	1082000	0.0
CP000393.1	1082000	1083000	0.074
CP000393.1	1083000	1084000	0.038
CP000393.1	1084000	1085000	0.0
CP000393.1	1085000	1086000	0.0
CP000393.1	1086000	1087000	6.05
CP000393.1	1087000	1088000	10.991
CP000393.1	1088000	1089000	30.792
CP000393.1	1089000	1090000	39.38
CP000393.1	1090000	1091000	3.709
CP000393.1	1091000	1092000	0.317
CP000393.1	1092000	1093000	0.09
CP000393.1	1093000	1094000	4.682
CP000393.1	1094000	1095000	22.689
CP000393.1	1095000	1096000	17.045
CP000393.1	1096000	1097000	4.378
CP000393.1	1097000	1098000	14.453
CP000393.1	1098000	1099000	50.137
CP000393.1	1099000	1100000	843.706
CP000393.1	1100000	1101000	0.782
CP000393.1	1101000	1102000	2.363
CP000393.1	1102000	1103000	1.236
CP000393.1	1103000	1104000	8.101
CP000393.1	1104000	1105000	33.695
CP000393.1	1105000	1106000	184.68
CP000393.1	1106000	1107000	19.706
CP000393.1	1107000	1108000	20.006
CP000393.1	1108000	1109000	257.312
CP000393.1	1109000	1110000	125.349
CP000393.1	1110000	1111000	32.35
CP000393.1	1111000	1112000	7.007
CP000393.1	1112000	1113000	1.741
CP000393.1	1113000	1114000	4.518
CP000393.1	1114000	1115000	5.43
CP000393.1	1115000	1116000	0.862
CP000393.1	1116000	1117000	1.527
CP000393.1	1117000	1118000	0.0
CP000393.1	1118000	1119000	0.0
CP000393.1	1119000	1120000	0.211
CP000393.1	1120000	1121000	16.18
CP000393.1	1121000	1122000	11.17
CP000393.1	1122000	1123000	34.226
CP000393.1	1123000	1124000	104.054
CP000393.1	1124000	1125000	27.348
CP000393.1	1125000	1126000	57.121
CP000393.1	1126000	1127000	3.563
CP000393.1	1127000	1128000	13.926
CP000393.1	1128000	1129000	0.957
CP000393.1	1129000	1130000	1.01
CP000393.1	1130000	1131000	1.092
CP000393.1	1131000	1132000	0.348
CP000393.1	1132000	1133000	1.682
CP000393.1	1133000	1134000	0.312
CP000393.1	1134000	1135000	0.668
CP000393.1	1135000	1136000	0.637
CP000393.1	1136000	1137000	7.614
CP000393.1	1137000	1138000	15.64
CP000393.1	1138000	1139000	12.365
CP000393.1	1139000	1140000	8.534
CP000393.1	1140000	1141000	14.042
CP000393.1	1141000	1142000	9.472
CP000393.1	1142000	1143000	0.779
CP000393.1	1143000	1144000	1.46
CP000393.1	1144000	1145000	10.037
CP000393.1	1145000	1146000	13.12
CP000393.1	1146000	1147000	4.374
CP000393.1	1147000	1148000	14.848
CP000393.1	1148000	1149000	0.912
CP000393.1	1149000	1150000	2.081
CP000393.1	1150000	1151000	11.114
CP000393.1	1151000	1152000	32.992
CP000393.1	1152000	1153000	38.43
CP000393.1	1153000	1154000	9.253
CP000393.1	1154000	1155000	16.218
CP000393.1	1155000	1156000	10.203
CP000393.1	1156000	1157000	13.537
CP000393.1	1157000	1158000	18.941
CP000393.1	1158000	1159000	27.887
CP000393.1	1159000	1160000	37.135
CP000393.1	1160000	1161000	45.798
CP000393.1	1161000	1162000	45.905
CP000393.1	1162000	1163000	56.205
CP000393.1	1163000	1164000	16.572
CP000393.1	1164000	1165000	41.989
CP000393.1	1165000	1166000	53.411
CP000393.1	1166000	1167000	46.922
CP000393.1	1167000	1168000	71.37
CP000393.1	1168000	1169000	17.507
CP000393.1	1169000	1170000	39.836
CP000393.1	1170000	1171000	6.564
CP000393.1	1171000	1172000	3.329
CP000393.1	1172000	1173000	3.451
CP000393.1	1173000	1174000	6.61
CP000393.1	1174000	1175000	16.184
CP000393.1	1175000	1176000	20.281
CP000393.1	1176000	1177000	12.673
CP000393.1	1177000	1178000	49.158
CP000393.1	1178000	1179000	1271.803
CP000393.1	1179000	1180000	192.364
CP000393.1	1180000	1181000	55.816
CP000393.1	1181000	1182000	67.072
CP000393.1	1182000	1183000	116.202
CP000393.1	1183000	1184000	356.831
CP000393.1	1184000	1185000	45.07
CP000393.1	1185000	1186000	83.511
CP000393.1	1186000	1187000	33.234
CP000393.1	1187000	1188000	10.746
CP000393.1	1188000	1189000	14.108
CP000393.1	1189000	1190000	23.596
CP000393.1	1190000	1191000	12.641
CP000393.1	1191000	1192000	9.673
CP000393.1	1192000	1193000	69.935
CP000393.1	1193000	1194000	14.779
CP000393.1	1194000	1195000	9.449
CP000393.1	1195000	1196000	6.663
CP000393.1	1196000	1197000	0.685
CP000393.1	1197000	1198000	64.103
CP000393.1	1198000	1199000	364.181
CP000393.1	1199000	1200000	57.422
CP000393.1	1200000	1201000	22.962
CP000393.1	1201000	1202000	0.0
CP000393.1	1202000	1203000	0.889
CP000393.1	1203000	1204000	0.031
CP000393.1	1204000	1205000	0.125
CP000393.1	1205000	1206000	1.912
CP000393.1	1206000	1207000	0.945
CP000393.1	1207000	1208000	2.359
CP000393.1	1208000	1209000	0.261
CP000393.1	1209000	1210000	0.289
CP000393.1	1210000	1211000	0.973
CP000393.1	1211000	1212000	3.22
CP000393.1	1212000	1213000	243.164
CP000393.1	1213000	1214000	118.383
CP000393.1	1214000	1215000	65.021
CP000393.1	1215000	1216000	7.661
CP000393.1	1216000	1217000	0.56
CP000393.1	1217000	1218000	0.664
CP000393.1	1218000	1219000	4.341
CP000393.1	1219000	1220000	44.343
CP000393.1	1220000	1221000	14.163
CP000393.1	1221000	1222000	24.868
CP000393.1	1222000	1223000	8.421
CP000393.1	1223000	1224000	0.129
CP000393.1	1224000	1225000	0.021
CP000393.1	1225000	1226000	0.103
CP000393.1	1226000	1227000	3.396
CP000393.1	1227000	1228000	2.11
CP000393.1	1228000	1229000	13.556
CP000393.1	1229000	1230000	7.504
CP000393.1	1230000	1231000	12.198
CP000393.1	1231000	1232000	0.754
CP000393.1	1232000	1233000	0.448
CP000393.1	1233000	1234000	0.112
CP000393.1	1234000	1235000	0.312
CP000393.1	1235000	1236000	0.223
CP000393.1	1236000	1237000	6.916
CP000393.1	1237000	1238000	0.266
CP000393.1	1238000	1239000	2.096
CP000393.1	1239000	1240000	33.616
CP000393.1	1240000	1241000	22.235
CP000393.1	1241000	1242000	0.047
CP000393.1	1242000	1243000	0.203
CP000393.1	1243000	1244000	0.595
CP000393.1	1244000	1245000	1.116
CP000393.1	1245000	1246000	6.232
CP000393.1	1246000	1247000	8.704
CP000393.1	1247000	1248000	5.593
CP000393.1	1248000	1249000	23.036
CP000393.1	1249000	1250000	14.937
CP000393.1	1250000	1251000	14.228
CP000393.1	1251000	1252000	10.434
CP000393.1	1252000	1253000	7.682
CP000393.1	1253000	1254000	55.444
CP000393.1	1254000	1255000	38.208
CP000393.1	1255000	1256000	3.232
CP000393.1	1256000	1257000	3.124
CP000393.1	1257000	1258000	0.0
CP000393.1	1258000	1259000	0.015
CP000393.1	1259000	1260000	0.03
CP000393.1	1260000	1261000	0.041
CP000393.1	1261000	1262000	1.733
CP000393.1	1262000	1263000	6.194
CP000393.1	1263000	1264000	1.177
CP000393.1	1264000	1265000	0.841
CP000393.1	1265000	1266000	10.635
CP000393.1	1266000	1267000	8.575
CP000393.1	1267000	1268000	6.196
CP000393.1	1268000	1269000	7.938
CP000393.1	1269000	1270000	28.516
CP000393.1	1270000	1271000	15.464
CP000393.1	1271000	1272000	1.564
CP000393.1	1272000	1273000	0.314
CP000393.1	1273000	1274000	2.57
CP000393.1	1274000	1275000	2.266
CP000393.1	1275000	1276000	17.458
CP000393.1	1276000	1277000	0.803
CP000393.1	1277000	1278000	4.524
CP000393.1	1278000	1279000	3.747
CP000393.1	1279000	1280000	3.094
CP000393.1	1280000	1281000	2.746
CP000393.1	1281000	1282000	8.473
CP000393.1	1282000	1283000	15.591
CP000393.1	1283000	1284000	71.356
CP000393.1	1284000	1285000	93.22
CP000393.1	1285000	1286000	5.254
CP000393.1	1286000	1287000	16.457
CP000393.1	1287000	1288000	8.567
CP000393.1	1288000	1289000	0.0
CP000393.1	1289000	1290000	0.286
CP000393.1	1290000	1291000	0.369
CP000393.1	1291000	1292000	2.188
CP000393.1	1292000	1293000	0.0
CP000393.1	1293000	1294000	0.126
CP000393.1	1294000	1295000	0.068
CP000393.1	1295000	1296000	4.561
CP000393.1	1296000	1297000	11.871
CP000393.1	1297000	1298000	4.405
CP000393.1	1298000	1299000	3.539
CP000393.1	1299000	1300000	2.039
CP000393.1	1300000	1301000	1.622
CP000393.1	1301000	1302000	2.196
CP000393.1	1302000	1303000	0.36
CP000393.1	1303000	1304000	1.189
CP000393.1	1304000	1305000	3.426
CP000393.1	1305000	1306000	3.659
CP000393.1	1306000	1307000	6.21
CP000393.1	1307000	1308000	1.896
CP000393.1	1308000	1309000	1.003
CP000393.1	1309000	1310000	0.0
CP000393.1	1310000	1311000	0.074
CP000393.1	1311000	1312000	0.027
CP000393.1	1312000	1313000	0.429
CP000393.1	1313000	1314000	0.183
CP000393.1	1314000	1315000	0.509
CP000393.1	1315000	1316000	0.805
CP000393.1	1316000	1317000	6.774
CP000393.1	1317000	1318000	8.832
CP000393.1	1318000	1319000	15.192
CP000393.1	1319000	1320000	14.17
CP000393.1	1320000	1321000	5.985
CP000393.1	1321000	1322000	6.829
CP000393.1	1322000	1323000	25.875
CP000393.1	1323000	1324000	11.786
CP000393.1	1324000	1325000	7.662
CP000393.1	1325000	1326000	6.144
CP000393.1	1326000	1327000	3.729
CP000393.1	1327000	1328000	0.599
CP000393.1	1328000	1329000	0.041
CP000393.1	1329000	1330000	1.709
CP000393.1	1330000	1331000	2.65
CP000393.1	1331000	1332000	3.772
CP000393.1	1332000	1333000	8.718
CP000393.1	1333000	1334000	3.162
CP000393.1	1334000	1335000	4.411
CP000393.1	1335000	1336000	2.168
CP000393.1	1336000	1337000	17.548
CP000393.1	1337000	1338000	21.048
CP000393.1	1338000	1339000	21.1
CP000393.1	1339000	1340000	144.575
CP000393.1	1340000	1341000	37.749
CP000393.1	1341000	1342000	97.549
CP000393.1	1342000	1343000	85.002
CP000393.1	1343000	1344000	69.994
CP000393.1	1344000	1345000	64.772
CP000393.1	1345000	1346000	182.837
CP000393.1	1346000	1347000	0.276
CP000393.1	1347000	1348000	0.394
CP000393.1	1348000	1349000	1.037
CP000393.1	1349000	1350000	24.789
CP000393.1	1350000	1351000	4.803
CP000393.1	1351000	1352000	0.505
CP000393.1	1352000	1353000	0.619
CP000393.1	1353000	1354000	0.491
CP000393.1	1354000	1355000	0.21
CP000393.1	1355000	1356000	1.235
CP000393.1	1356000	1357000	2.986
CP000393.1	1357000	1358000	16.557
CP000393.1	1358000	1359000	16.617
CP000393.1	1359000	1360000	134.826
CP000393.1	1360000	1361000	50.8
CP000393.1	1361000	1362000	39.992
CP000393.1	1362000	1363000	12.621
CP000393.1	1363000	1364000	5.078
CP000393.1	1364000	1365000	8.153
CP000393.1	1365000	1366000	15.139
CP000393.1	1366000	1367000	23.965
CP000393.1	1367000	1368000	16.275
CP000393.1	1368000	1369000	1.668
CP000393.1	1369000	1370000	0.997
CP000393.1	1370000	1371000	1.915
CP000393.1	1371000	1372000	0.722
CP000393.1	1372000	1373000	1.609
CP000393.1	1373000	1374000	0.0
CP000393.1	1374000	1375000	0.074
CP000393.1	1375000	1376000	0.345
CP000393.1	1376000	1377000	0.351
CP000393.1	1377000	1378000	0.059
CP000393.1	1378000	1379000	0.185
CP000393.1	1379000	1380000	0.074
CP000393.1	1380000	1381000	0.815
CP000393.1	1381000	1382000	1.08
CP000393.1	1382000	1383000	1.059
CP000393.1	1383000	1384000	4.827
CP000393.1	1384000	1385000	4.889
CP000393.1	1385000	1386000	1.978
CP000393.1	1386000	1387000	2.732
CP000393.1	1387000	1388000	1.834
CP000393.1	1388000	1389000	0.52
CP000393.1	1389000	1390000	0.256
CP000393.1	1390000	1391000	0.339
CP000393.1	1391000	1392000	3.143
CP000393.1	1392000	1393000	0.139
CP000393.1	1393000	1394000	0.784
CP000393.1	1394000	1395000	0.057
CP000393.1	1395000	1396000	2.507
CP000393.1	1396000	1397000	0.807
CP000393.1	1397000	1398000	4.997
CP000393.1	1398000	1399000	5.573
CP000393.1	1399000	1400000	8.909
CP000393.1	1400000	1401000	11.066
CP000393.1	1401000	1402000	20.583
CP000393.1	1402000	1403000	57.757
CP000393.1	1403000	1404000	6.943
CP000393.1	1404000	1405000	2.409
CP000393.1	1405000	1406000	0.774
CP000393.1	1406000	1407000	2.274
CP000393.1	1407000	1408000	9.422
CP000393.1	1408000	1409000	1.773
CP000393.1	1409000	1410000	0.15
CP000393.1	1410000	1411000	0.738
CP000393.1	1411000	1412000	3.21
CP000393.1	1412000	1413000	6.248
CP000393.1	1413000	1414000	29.342
CP000393.1	1414000	1415000	2.477
CP000393.1	1415000	1416000	0.0
CP000393.1	1416000	1417000	0.382
