Geneid	Chr	Start	End	Strand	Length	HFe_d5_rep1	HFe_d5_rep2	HFe_d5_rep3	LFe_d5_rep1	LFe_d5_rep2	MFe_d5_rep1	MFe_d5_rep2
Tery_0412	CP000393.1	645965	646633	-	669	19	31	29	39	43	26	16
Tery_0413	CP000393.1	647650	648378	+	729	42	84	81	49	76	72	46
Tery_0414	CP000393.1	648930	650492	-	1563	126	198	169	97	163	175	92
Tery_0415	CP000393.1	650769	652265	-	1497	195	425	336	166	394	334	185
Tery_0416	CP000393.1	652887	654566	+	1680	1009	1648	1496	787	1558	1462	985
Tery_0417	CP000393.1	654900	656402	+	1503	547	1034	758	390	691	1019	501
Tery_0419	CP000393.1	659042	662110	+	3069	451	585	354	1159	1081	875	478
Tery_0420	CP000393.1	663633	663986	+	354	445	652	744	319	644	743	640
Tery_0421	CP000393.1	664213	664440	+	228	2	7	8	7	6	3	0
Tery_0424	CP000393.1	666287	669340	-	3054	120	157	80	384	325	271	156
Tery_0425	CP000393.1	669642	675599	-	5958	2393	5241	4418	1357	2660	4727	3300
Tery_0426	CP000393.1	675849	677618	-	1770	2525	5396	3982	1163	2791	3203	3008
Tery_0427	CP000393.1	677883	678125	+	243	10	28	24	10	23	11	22
Tery_0428	CP000393.1	678196	678477	-	282	178	371	355	131	269	316	307
Tery_0430	CP000393.1	679466	679681	-	216	418	955	779	266	617	607	512
Tery_0431	CP000393.1	679909	680187	+	279	23	36	39	13	36	23	37
Tery_0432	CP000393.1	680792	682300	-	1509	999	2811	2191	700	1634	1899	1631
Tery_0433	CP000393.1	682941	683198	-	258	250	711	644	136	336	517	437
Tery_0434	CP000393.1	683916	684992	-	1077	616	1112	778	696	1178	903	548
Tery_0435	CP000393.1	685183	685695	-	513	1233	2084	2020	1038	2324	1355	1610
Tery_0436	CP000393.1	687517	688122	+	606	276	527	540	265	509	411	343
Tery_0437	CP000393.1	688950	690572	-	1623	435	539	422	429	578	619	292
Tery_0438	CP000393.1	690731	691150	+	420	0	0	0	0	0	0	0
Tery_0439	CP000393.1	691235	691768	+	534	1	1	1	1	3	4	3
Tery_0440	CP000393.1	692630	693079	-	450	77	185	129	82	163	129	93
Tery_0441	CP000393.1	694774	695922	+	1149	1389	1607	1355	1333	1389	1944	967
Tery_0442	CP000393.1	696402	696863	+	462	73	123	92	54	92	66	75
Tery_0443	CP000393.1	697751	698074	+	324	627	1397	1048	455	973	1255	632
Tery_0444	CP000393.1	698789	700753	-	1965	545	949	855	576	832	1007	573
Tery_0445	CP000393.1	700843	702060	+	1218	383	695	605	334	586	582	342
Tery_0446	CP000393.1	702713	703441	+	729	442	693	600	371	745	662	637
Tery_0447	CP000393.1	705273	706340	-	1068	178	336	244	151	314	223	151
Tery_0448	CP000393.1	707465	709603	-	2139	61	103	96	56	81	72	53
Tery_0449	CP000393.1	709826	710833	-	1008	94	150	142	72	169	90	86
Tery_0450	CP000393.1	711457	713475	-	2019	4646	9320	7652	4123	5465	13464	5236
Tery_0451	CP000393.1	716384	717634	-	1251	1160	2047	1836	853	1278	1850	979
Tery_0452	CP000393.1	718330	718596	-	267	3020	8132	5054	2733	6148	6402	3673
Tery_0453	CP000393.1	719131	720036	+	906	498	1243	1101	449	904	1075	706
Tery_0454	CP000393.1	720211	720456	+	246	7959	14674	14764	4314	10610	7922	9419
Tery_0455	CP000393.1	721508	723409	+	1902	117	207	165	122	200	292	115
Tery_0457	CP000393.1	724335	725195	+	861	316	632	452	225	403	526	316
Tery_0458	CP000393.1	725804	726748	-	945	77	135	85	118	135	211	51
Tery_0459	CP000393.1	727178	728614	+	1437	108	225	143	292	366	665	233
Tery_0460	CP000393.1	729656	731518	-	1863	18	27	29	19	22	41	21
Tery_0461	CP000393.1	731760	733625	-	1866	11	2	12	8	8	13	5
Tery_0462	CP000393.1	733867	735744	-	1878	39	45	44	43	45	66	33
Tery_0463	CP000393.1	735970	737883	-	1914	55	98	99	53	125	100	52
Tery_0465	CP000393.1	738642	739301	-	660	134	149	139	111	173	191	107
Tery_0466	CP000393.1	739494	744134	-	4641	1341	1739	1630	1629	1939	2933	1286
Tery_0468	CP000393.1	747158	747436	+	279	113	128	137	98	146	95	80
Tery_0469	CP000393.1	747702	748271	-	570	351	665	564	273	611	411	356
Tery_0470	CP000393.1	748560	749348	-	789	524	902	1193	345	742	697	931
Tery_0471	CP000393.1	750262	750672	+	411	563	1092	1059	450	897	1131	739
Tery_0472	CP000393.1	750705	751028	+	324	505	945	714	394	836	536	379
Tery_0473	CP000393.1	751967	752341	+	375	883	2478	2151	603	1312	1939	1205
Tery_0474	CP000393.1	752459	752929	+	471	2497	6260	5770	1514	3363	5984	3307
Tery_0475	CP000393.1	753026	755101	+	2076	5117	10478	9154	3932	8452	8033	6082
Tery_0476	CP000393.1	755363	756592	+	1230	8039	17032	14192	5901	8927	19202	9331
Tery_0477	CP000393.1	756838	757155	+	318	1615	3100	2994	965	2055	2543	1938
Tery_0478	CP000393.1	757621	758259	+	639	2436	4317	4087	2117	4311	3219	2912
Tery_0479	CP000393.1	758513	759103	-	591	564	1415	1030	677	1329	1221	717
Tery_0480	CP000393.1	759506	760396	+	891	1127	2369	1931	812	1785	1148	1037
Tery_0481	CP000393.1	760873	770310	-	9438	980	1255	1211	622	950	896	615
Tery_0482	CP000393.1	771178	771813	-	636	444	513	754	264	481	387	546
Tery_0483	CP000393.1	772170	774218	-	2049	1332	1960	2328	592	1245	1859	1394
Tery_0484	CP000393.1	774747	775223	-	477	848	1557	1584	749	1710	1046	886
Tery_0485	CP000393.1	775464	778196	-	2733	2957	5997	4834	2570	5684	4396	3582
Tery_0486	CP000393.1	778406	778600	+	195	295	521	420	274	522	312	300
Tery_0487	CP000393.1	779543	780718	+	1176	664	1048	850	495	814	761	459
Tery_0488	CP000393.1	781534	783267	+	1734	621	1359	988	510	1090	1060	755
Tery_0489	CP000393.1	783486	784217	+	732	1588	3956	3280	1208	2766	2363	1786
Tery_0490	CP000393.1	784902	785930	+	1029	1339	2480	2261	963	2052	1790	1701
Tery_0491	CP000393.1	786994	787938	+	945	453	1020	800	375	769	942	546
Tery_0492	CP000393.1	788524	789246	+	723	212	438	308	165	285	312	226
Tery_0493	CP000393.1	789431	789865	+	435	1156	1817	2029	784	1233	1877	1357
Tery_0494	CP000393.1	791975	793528	+	1554	409	561	448	346	490	498	262
Tery_0495	CP000393.1	793660	795066	-	1407	262	561	495	252	522	418	242
Tery_0496	CP000393.1	796283	797596	+	1314	201	327	313	213	358	331	167
Tery_0497	CP000393.1	797861	798013	+	153	54	102	63	55	113	79	32
Tery_0499	CP000393.1	798757	800184	+	1428	431	668	574	427	721	591	431
Tery_0500	CP000393.1	800556	802199	-	1644	6082	14190	12663	6341	13354	14383	8411
Tery_0501	CP000393.1	802278	802730	+	453	60	135	105	31	121	106	56
Tery_0502	CP000393.1	803667	804314	-	648	199	451	359	140	297	358	177
Tery_0503	CP000393.1	804736	805560	-	825	235	347	297	120	207	236	183
Tery_0504	CP000393.1	806353	808116	-	1764	252	369	348	232	416	221	213
Tery_0505	CP000393.1	808271	808972	+	702	24	55	51	17	33	31	35
Tery_0506	CP000393.1	808988	809668	+	681	49	78	55	43	65	59	42
Tery_0507	CP000393.1	810031	810729	+	699	68	110	127	52	165	59	74
Tery_0508	CP000393.1	810760	811599	+	840	36	73	61	25	60	46	37
Tery_0509	CP000393.1	812023	812805	+	783	22	29	44	33	47	21	27
Tery_0510	CP000393.1	812932	814077	-	1146	315	1053	826	428	1141	620	538
Tery_0511	CP000393.1	814085	814846	-	762	383	976	885	477	920	854	570
Tery_0512	CP000393.1	815307	815870	-	564	267	494	364	267	389	637	255
Tery_0513	CP000393.1	816445	817824	+	1380	10365	31827	24834	13690	31017	31464	16130
Tery_0516	CP000393.1	818923	820263	+	1341	287	492	399	329	552	433	293
Tery_0517	CP000393.1	820641	822119	+	1479	42	52	58	33	73	45	45
Tery_0518	CP000393.1	823262	823753	+	492	143	240	150	65	105	278	83
Tery_0519	CP000393.1	824434	825072	+	639	116	206	197	63	139	178	87
Tery_0520	CP000393.1	825705	825887	+	183	11	25	19	4	10	18	8
Tery_0522	CP000393.1	826613	827146	-	534	2	1	9	0	2	4	1
Tery_0523	CP000393.1	827206	828897	-	1692	16	13	23	14	30	14	33
Tery_0524	CP000393.1	829610	830479	+	870	12	34	14	12	31	26	17
Tery_0525	CP000393.1	830515	831303	+	789	16	21	19	20	26	35	19
Tery_0526	CP000393.1	831588	832475	+	888	5	6	9	2	13	5	4
Tery_0527	CP000393.1	832685	833020	+	336	6	8	8	7	6	26	11
Tery_0528	CP000393.1	833050	833985	+	936	7	20	11	11	28	19	7
Tery_0529	CP000393.1	834224	838024	+	3801	86	68	60	74	88	76	37
Tery_0530	CP000393.1	838332	839417	+	1086	39	70	64	26	33	43	28
Tery_0531	CP000393.1	840599	841864	+	1266	89	115	121	75	172	87	70
Tery_0532	CP000393.1	842842	843702	-	861	241	438	295	239	419	242	156
Tery_0533	CP000393.1	844596	845066	-	471	326	708	680	335	734	742	365
Tery_0534	CP000393.1	845869	846687	-	819	1240	2239	1863	956	2436	1611	1183
Tery_0535	CP000393.1	847091	847798	-	708	1858	2552	2767	1167	2609	1344	2023
Tery_0536	CP000393.1	849080	850216	+	1137	610	978	781	400	711	725	454
Tery_0537	CP000393.1	850299	852104	-	1806	125	195	177	86	174	149	115
Tery_0538	CP000393.1	852585	853763	-	1179	202	332	238	169	317	235	156
Tery_0540	CP000393.1	854436	854939	+	504	0	0	0	1	0	0	0
Tery_0542	CP000393.1	855613	855783	-	171	67	79	102	61	112	59	79
Tery_0543	CP000393.1	855972	858584	-	2613	221	269	264	171	265	309	188
Tery_0544	CP000393.1	858851	860560	-	1710	557	734	598	395	755	501	435
Tery_0545	CP000393.1	861724	862257	-	534	341	563	445	322	514	557	314
Tery_0546	CP000393.1	862472	865609	-	3138	421	588	407	376	434	719	274
Tery_0547	CP000393.1	866423	866632	+	210	0	4	5	2	5	4	0
Tery_0548	CP000393.1	866625	866774	+	150	0	0	0	1	2	1	1
Tery_0550	CP000393.1	867047	867376	+	330	8	1	1	1	2	2	3
Tery_0551	CP000393.1	867470	867970	+	501	1	4	4	5	2	0	3
Tery_0552	CP000393.1	868419	868709	-	291	0	1	2	5	3	4	3
Tery_R0006	CP000393.1	869671	869743	-	73	336	154	488	345	494	237	1612
Tery_0554	CP000393.1	870049	871497	+	1449	64	85	77	71	115	90	42
Tery_0555	CP000393.1	871952	873634	-	1683	241	427	389	226	419	397	185
Tery_0556	CP000393.1	874239	875069	-	831	173	342	235	198	311	386	137
Tery_0557	CP000393.1	875083	875631	-	549	42	90	82	24	81	63	49
Tery_0558	CP000393.1	875936	877123	-	1188	85	99	67	70	103	150	53
Tery_0559	CP000393.1	877194	878096	+	903	448	724	713	404	836	413	452
Tery_0560	CP000393.1	878411	879826	+	1416	191	305	260	144	301	349	189
Tery_0561	CP000393.1	880082	881080	+	999	73	82	105	61	93	131	72
Tery_0562	CP000393.1	881101	882081	+	981	64	70	73	64	93	103	74
Tery_0563	CP000393.1	882334	882663	+	330	7	16	18	8	13	16	9
Tery_0564	CP000393.1	882852	883628	-	777	742	1291	1020	761	1118	1681	706
Tery_0565	CP000393.1	884921	886705	+	1785	29	35	38	20	39	35	28
Tery_0567	CP000393.1	887761	889149	+	1389	73	201	141	92	124	214	103
Tery_0568	CP000393.1	889556	890587	+	1032	153	234	233	92	163	293	238
Tery_0570	CP000393.1	891343	901950	+	10608	716	695	625	824	951	819	473
Tery_0572	CP000393.1	902632	912891	+	10260	184	131	132	235	203	178	81
Tery_0573	CP000393.1	913780	923676	+	9897	739	564	531	831	664	647	340
Tery_0574	CP000393.1	924892	925005	-	114	28	29	23	23	26	23	16
Tery_0575	CP000393.1	925476	926078	+	603	115	212	158	117	150	299	112
Tery_0576	CP000393.1	926399	927370	-	972	190	314	249	178	310	296	169
Tery_0577	CP000393.1	927461	929014	+	1554	156	253	217	93	169	191	148
Tery_0578	CP000393.1	929569	930585	+	1017	279	559	401	231	460	436	236
Tery_0579	CP000393.1	930908	931135	+	228	59	130	84	61	100	147	56
Tery_0580	CP000393.1	931529	932113	-	585	1717	4679	2789	977	2167	1889	1534
Tery_0581	CP000393.1	932940	934169	+	1230	827	1413	1489	688	1100	1656	878
Tery_0582	CP000393.1	934521	935816	+	1296	323	481	428	188	372	315	246
Tery_0584	CP000393.1	936923	938272	-	1350	2468	4701	3809	2261	4494	3585	2790
Tery_0585	CP000393.1	938282	938977	-	696	3000	5071	4548	2565	4855	3720	2921
Tery_0586	CP000393.1	940019	941476	-	1458	1359	1890	1346	986	1076	2312	1043
Tery_0587	CP000393.1	943156	944193	+	1038	856	1502	1381	684	1437	1219	783
Tery_0588	CP000393.1	944659	945549	+	891	613	1015	892	507	887	901	655
Tery_0589	CP000393.1	945800	947590	+	1791	1657	2767	2739	1028	1510	2958	1506
Tery_0590	CP000393.1	947925	949313	-	1389	46	37	72	21	51	35	46
Tery_0591	CP000393.1	949911	952352	+	2442	8	27	25	10	12	17	9
Tery_0592	CP000393.1	952466	953506	-	1041	25	32	33	19	44	24	19
Tery_0593	CP000393.1	954378	954875	+	498	121	155	121	207	228	461	132
Tery_0594	CP000393.1	955170	955334	-	165	20	52	58	22	39	17	26
Tery_0595	CP000393.1	955607	957274	-	1668	346	704	637	282	518	511	406
Tery_0596	CP000393.1	958283	958738	-	456	422	622	496	247	586	490	297
Tery_0597	CP000393.1	959820	960812	+	993	1054	2111	1953	693	1344	1666	1277
Tery_0598	CP000393.1	961521	963302	+	1782	535	812	713	300	588	618	447
Tery_0599	CP000393.1	963524	966562	+	3039	2266	2816	2159	2790	3633	3027	1742
Tery_0600	CP000393.1	966890	968791	+	1902	7697	12942	11052	12546	17824	24528	11392
Tery_0601	CP000393.1	969256	972612	+	3357	705	752	634	632	992	745	406
Tery_0602	CP000393.1	973082	974287	-	1206	894	1649	1448	573	894	1173	1057
Tery_0603	CP000393.1	975384	975956	+	573	22	17	7	17	25	22	13
Tery_0604	CP000393.1	976490	977383	+	894	65	108	100	44	75	125	53
Tery_0605	CP000393.1	979363	979587	+	225	157	281	209	165	235	175	172
Tery_0606	CP000393.1	980268	980867	+	600	118	231	196	105	219	140	125
Tery_0607	CP000393.1	981336	984209	-	2874	477	668	506	406	613	693	362
Tery_0608	CP000393.1	984446	985642	+	1197	187	429	334	150	252	333	162
Tery_0609	CP000393.1	986538	987218	-	681	184	259	236	179	321	229	144
Tery_0610	CP000393.1	988174	989139	+	966	444	806	780	334	514	837	422
Tery_0611	CP000393.1	989491	989970	-	480	95	147	134	63	118	156	80
Tery_0612	CP000393.1	990764	992905	+	2142	1242	1971	1578	1056	1585	1836	1003
Tery_0613	CP000393.1	993008	994957	+	1950	143	268	277	115	211	272	177
Tery_0614	CP000393.1	995266	996087	+	822	109	152	157	60	135	106	100
Tery_0615	CP000393.1	997127	998314	+	1188	417	646	548	274	583	439	302
Tery_0616	CP000393.1	998647	999150	+	504	1	1	1	3	1	1	1
Tery_0618	CP000393.1	1002049	1004481	+	2433	402	686	566	312	660	453	325
Tery_0619	CP000393.1	1004527	1006728	+	2202	535	698	646	378	741	528	439
Tery_0621	CP000393.1	1009357	1010580	+	1224	823	1434	1279	806	1674	928	827
Tery_0622	CP000393.1	1011270	1011488	-	219	1444	2703	2721	844	1881	2044	1473
Tery_0623	CP000393.1	1012706	1013788	-	1083	94	152	133	87	100	78	75
Tery_0624	CP000393.1	1017941	1018180	+	240	154	88	93	127	322	53	54
Tery_0625	CP000393.1	1018348	1020558	+	2211	43	63	36	48	61	30	41
Tery_0626	CP000393.1	1020821	1027000	+	6180	306	462	300	315	408	571	220
Tery_0627	CP000393.1	1027704	1029122	-	1419	152	256	174	207	337	287	170
Tery_0628	CP000393.1	1029386	1030117	-	732	412	622	458	437	613	636	285
Tery_0629	CP000393.1	1030632	1030886	+	255	217	478	402	163	383	431	295
Tery_0630	CP000393.1	1030880	1031239	+	360	899	1765	1288	717	1832	1339	1052
Tery_0631	CP000393.1	1031502	1032680	-	1179	738	1164	735	503	922	897	527
Tery_0632	CP000393.1	1033514	1033714	-	201	111	320	248	61	176	241	112
Tery_0633	CP000393.1	1034058	1035113	+	1056	504	825	683	432	575	911	388
Tery_0635	CP000393.1	1035817	1036140	+	324	74	144	96	36	101	116	76
Tery_0636	CP000393.1	1036276	1038555	+	2280	166	307	255	178	296	265	181
Tery_0637	CP000393.1	1039586	1040161	+	576	293	412	321	267	423	439	242
Tery_0638	CP000393.1	1041012	1041449	+	438	79	175	142	61	121	118	68
Tery_0639	CP000393.1	1041863	1042810	-	948	7	5	14	5	8	10	8
Tery_0640	CP000393.1	1042907	1043191	+	285	8	6	9	3	8	4	5
Tery_0641	CP000393.1	1044189	1045154	-	966	393	745	534	297	716	599	379
Tery_0642	CP000393.1	1047480	1048646	+	1167	197	325	313	205	299	336	210
Tery_0643	CP000393.1	1049819	1051168	-	1350	279	542	391	244	419	425	251
Tery_0644	CP000393.1	1051875	1053653	+	1779	109	176	169	87	146	157	104
Tery_0646	CP000393.1	1054463	1054726	+	264	12	21	18	12	13	12	7
Tery_0647	CP000393.1	1055790	1058525	+	2736	462	982	778	379	618	981	561
Tery_0648	CP000393.1	1058584	1058949	+	366	86	160	152	56	128	166	104
Tery_0650	CP000393.1	1060928	1062169	-	1242	42	45	42	25	62	48	36
Tery_0651	CP000393.1	1063223	1063879	-	657	313	518	461	318	560	304	292
Tery_0652	CP000393.1	1064179	1065519	+	1341	90	135	140	108	132	107	87
Tery_0653	CP000393.1	1066433	1066786	+	354	92	134	92	26	60	47	46
Tery_0654	CP000393.1	1067190	1067384	-	195	11	19	26	20	35	22	13
Tery_0655	CP000393.1	1068070	1068591	-	522	332	845	594	275	615	505	406
Tery_0656	CP000393.1	1069580	1069819	+	240	36	68	53	19	54	51	34
Tery_0657	CP000393.1	1070417	1073758	+	3342	653	671	602	768	980	706	422
Tery_0658	CP000393.1	1073905	1074138	+	234	17	27	28	24	34	32	30
Tery_0659	CP000393.1	1074302	1075885	-	1584	797	1372	1181	595	1043	1428	783
Tery_0660	CP000393.1	1076583	1078646	-	2064	1058	2368	2019	667	1355	1559	1221
Tery_0661	CP000393.1	1079303	1082704	+	3402	103	153	136	112	182	105	127
Tery_0662	CP000393.1	1082962	1086354	+	3393	122	158	165	75	97	156	82
Tery_0663	CP000393.1	1086668	1086862	+	195	2	8	10	2	4	7	4
Tery_0664	CP000393.1	1086982	1089591	-	2610	773	1194	1086	378	459	1142	632
Tery_0665	CP000393.1	1091046	1093646	+	2601	532	811	705	468	699	759	426
Tery_0666	CP000393.1	1094074	1096749	-	2676	491	658	495	433	523	789	361
Tery_0667	CP000393.1	1096877	1097611	+	735	108	216	187	82	161	137	92
Tery_0668	CP000393.1	1098292	1098864	-	573	245	444	395	114	335	222	163
Tery_0670	CP000393.1	1101344	1101442	-	99	2	5	7	3	6	6	2
Tery_0672	CP000393.1	1102446	1102814	+	369	958	1732	1366	667	1041	1155	500
Tery_0673	CP000393.1	1103208	1103762	+	555	743	1132	1059	417	803	686	456
Tery_0674	CP000393.1	1103770	1104519	+	750	410	817	720	219	541	287	309
Tery_0675	CP000393.1	1105112	1105870	-	759	1997	2346	2223	556	1227	678	895
Tery_0676	CP000393.1	1107525	1107776	+	252	866	1494	1550	870	1265	2019	1002
Tery_0677	CP000393.1	1108732	1109067	-	336	1228	2540	1990	1026	1868	2539	1032
Tery_0678	CP000393.1	1109390	1109647	-	258	269	496	410	245	419	480	245
Tery_0679	CP000393.1	1109684	1110385	-	702	382	625	528	453	487	798	349
Tery_0680	CP000393.1	1110563	1111246	-	684	106	200	232	90	170	250	105
Tery_0681	CP000393.1	1112418	1112711	+	294	140	279	187	138	308	266	130
Tery_0682	CP000393.1	1114288	1115352	+	1065	219	504	507	198	398	561	293
Tery_0683	CP000393.1	1115549	1116691	+	1143	1259	1675	1530	734	1200	1217	849
Tery_0684	CP000393.1	1117041	1118570	+	1530	1276	1472	1866	618	1049	1364	904
Tery_0685	CP000393.1	1118945	1120267	+	1323	1270	1183	1488	617	1064	1288	787
Tery_0686	CP000393.1	1121932	1122537	-	606	124	249	169	93	194	220	123
Tery_0687	CP000393.1	1123316	1123678	-	363	673	1370	990	469	1232	715	475
Tery_0688	CP000393.1	1124315	1124830	+	516	250	482	441	186	383	487	303
Tery_0690	CP000393.1	1126451	1126627	+	177	39	57	59	30	49	39	28
Tery_0691	CP000393.1	1126763	1126903	+	141	100	171	153	72	155	68	98
Tery_0692	CP000393.1	1127118	1127594	+	477	231	430	412	197	433	275	294
Tery_0693	CP000393.1	1128295	1129281	+	987	74	120	121	18	64	54	42
Tery_0695	CP000393.1	1129992	1130219	-	228	0	0	1	0	0	0	0
Tery_0696	CP000393.1	1130508	1131227	+	720	177	422	369	112	203	332	260
Tery_0697	CP000393.1	1131311	1132216	+	906	429	988	742	224	369	891	463
Tery_0698	CP000393.1	1132247	1132966	+	720	199	465	371	137	310	276	301
Tery_0699	CP000393.1	1133346	1134239	+	894	185	350	244	129	245	305	173
Tery_0701	CP000393.1	1137030	1138022	-	993	152	251	245	75	141	273	119
Tery_0702	CP000393.1	1138145	1139647	-	1503	154	297	236	67	140	275	167
Tery_0703	CP000393.1	1139656	1141056	-	1401	134	287	248	108	177	302	130
Tery_0704	CP000393.1	1141057	1141581	-	525	40	79	98	43	66	58	66
Tery_0705	CP000393.1	1141614	1141853	-	240	8	23	16	14	17	11	8
Tery_0706	CP000393.1	1142186	1143223	+	1038	247	492	273	186	256	565	219
Tery_0707	CP000393.1	1143474	1144046	+	573	127	393	206	130	215	388	163
Tery_0708	CP000393.1	1144783	1145628	-	846	167	304	247	119	228	221	170
Tery_0709	CP000393.1	1146046	1147389	-	1344	68	150	102	41	100	127	83
Tery_0710	CP000393.1	1147651	1148427	+	777	89	168	143	56	142	120	84
Tery_0712	CP000393.1	1150922	1152034	-	1113	361	582	468	280	526	320	297
Tery_0713	CP000393.1	1152360	1152722	-	363	126	263	207	94	166	189	113
Tery_0714	CP000393.1	1154358	1157420	-	3063	440	635	475	226	301	596	320
Tery_0715	CP000393.1	1157941	1161882	-	3942	1413	2587	2083	1067	1534	3034	1468
Tery_0716	CP000393.1	1162180	1162662	-	483	222	455	402	222	402	437	274
Tery_0717	CP000393.1	1162704	1163051	-	348	254	481	333	271	368	568	248
Tery_0718	CP000393.1	1163597	1164763	-	1167	386	699	569	447	795	409	348
Tery_0720	CP000393.1	1165493	1165699	+	207	6	6	14	1	8	6	2
Tery_0721	CP000393.1	1165895	1167805	-	1911	1381	1834	1625	794	934	2074	887
Tery_0722	CP000393.1	1168841	1169767	-	927	417	658	501	388	647	521	296
Tery_0723	CP000393.1	1170383	1171918	-	1536	61	108	113	40	81	80	59
Tery_0724	CP000393.1	1172915	1173760	-	846	65	78	80	24	45	75	41
Tery_0725	CP000393.1	1173852	1174931	+	1080	131	247	181	66	128	200	115
Tery_0726	CP000393.1	1175074	1175319	-	246	139	199	199	66	144	132	124
Tery_0727	CP000393.1	1175476	1177374	-	1899	285	387	315	130	232	437	204
Tery_0728	CP000393.1	1178080	1179156	-	1077	10858	26012	15734	8045	15547	24241	10316
Tery_0730	CP000393.1	1180763	1180939	+	177	789	1144	976	397	565	1185	616
Tery_0731	CP000393.1	1181432	1182541	-	1110	966	1871	1438	574	1304	798	800
Tery_0732	CP000393.1	1183022	1183411	+	390	1511	3292	2708	1495	2987	2087	1941
Tery_0733	CP000393.1	1183943	1184485	-	543	232	430	328	222	352	254	200
Tery_0734	CP000393.1	1184631	1185065	+	435	541	1162	946	396	882	993	662
Tery_0735	CP000393.1	1187125	1189152	-	2028	264	422	349	167	331	298	168
Tery_0736	CP000393.1	1190194	1190901	+	708	588	829	782	504	849	613	562
Tery_0737	CP000393.1	1190971	1191594	+	624	330	558	421	270	544	464	275
Tery_0738	CP000393.1	1191896	1193557	+	1662	741	1100	909	488	916	754	541
Tery_0739	CP000393.1	1194175	1195599	+	1425	492	785	724	322	563	767	405
Tery_0740	CP000393.1	1195939	1197330	+	1392	431	670	580	279	470	583	313
Tery_0741	CP000393.1	1198130	1198312	-	183	1653	4014	2776	1179	2737	2738	1894
Tery_0742	CP000393.1	1199263	1200468	-	1206	589	1347	985	556	907	1284	538
Tery_0744	CP000393.1	1203288	1204619	+	1332	71	141	113	50	92	103	43
Tery_0746	CP000393.1	1205759	1206085	+	327	82	122	121	115	148	132	63
